peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Data discovery-focused products,Performance satisfaction,18,Dundas,Customer experience,8.293843622,10,1,,2,
Data discovery-focused products,Performance satisfaction,18,Carriots Analytics (Envision),Customer experience,8.293843622,10,1,,2,
Data discovery-focused products,Performance satisfaction,18,MS Power BI,Customer experience,8.293843622,9.457649816,4,,2,
Data discovery-focused products,Performance satisfaction,18,Phocas,Customer experience,8.293843622,8.904665314,6,,2,
Data discovery-focused products,Performance satisfaction,18,Qlik Sense,Customer experience,8.293843622,9.673321234,3,,2,
Data discovery-focused products,Performance satisfaction,18,QlikView,Customer experience,8.293843622,8.503694581,7,,2,
Data discovery-focused products,Performance satisfaction,18,Sisense,Customer experience,8.293843622,6.379310345,9,,2,
Data discovery-focused products,Performance satisfaction,18,Tableau,Customer experience,8.293843622,6.942871848,8,,2,
Data discovery-focused products,Performance satisfaction,18,TIBCO Spotfire,Customer experience,8.293843622,9.283819629,5,,2,
Data discovery-focused products,Performance satisfaction,18,Yellowfin,Customer experience,8.293843622,3.793103448,10,,2,
Data discovery-focused products,Innovation,19,Dundas,Innovation,5.994436066,5.591264914,9,,1,
Data discovery-focused products,Innovation,19,Carriots Analytics (Envision),Innovation,5.994436066,6.127873054,4,,1,
Data discovery-focused products,Innovation,19,MS Power BI,Innovation,5.994436066,6.677082506,1,,1,
Data discovery-focused products,Innovation,19,Phocas,Innovation,5.994436066,5.411934162,10,,1,
Data discovery-focused products,Innovation,19,Qlik Sense,Innovation,5.994436066,6.436239344,3,,1,
Data discovery-focused products,Innovation,19,QlikView,Innovation,5.994436066,5.921365445,6,,1,
Data discovery-focused products,Innovation,19,Sisense,Innovation,5.994436066,6.022835306,5,,1,
Data discovery-focused products,Innovation,19,Tableau,Innovation,5.994436066,5.626535455,7,,1,
Data discovery-focused products,Innovation,19,TIBCO Spotfire,Innovation,5.994436066,5.594339056,8,,1,
Data discovery-focused products,Innovation,19,Yellowfin,Innovation,5.994436066,6.534891413,2,,1,
Data discovery-focused products,Cloud BI,20,Dundas,Innovation,5.679277256,3.187704382,10,,2,
Data discovery-focused products,Cloud BI,20,Carriots Analytics (Envision),Innovation,5.679277256,8.645268401,2,,2,
Data discovery-focused products,Cloud BI,20,MS Power BI,Innovation,5.679277256,9.182127982,1,,2,
Data discovery-focused products,Cloud BI,20,Phocas,Innovation,5.679277256,5.35483871,6,,2,
Data discovery-focused products,Cloud BI,20,Qlik Sense,Innovation,5.679277256,4.9765169,7,,2,
Data discovery-focused products,Cloud BI,20,QlikView,Innovation,5.679277256,3.4051588,9,,2,
Data discovery-focused products,Cloud BI,20,Sisense,Innovation,5.679277256,7.188078109,3,,2,
Data discovery-focused products,Cloud BI,20,Tableau,Innovation,5.679277256,3.768710405,8,,2,
Data discovery-focused products,Cloud BI,20,TIBCO Spotfire,Innovation,5.679277256,5.385219097,5,,2,
Data discovery-focused products,Cloud BI,20,Yellowfin,Innovation,5.679277256,5.699149771,4,,2,
Data discovery-focused products,Mobile BI,21,Dundas,Innovation,5.915846598,3.302325581,10,,2,
Data discovery-focused products,Mobile BI,21,Carriots Analytics (Envision),Innovation,5.915846598,4.139534884,8,,2,
Data discovery-focused products,Mobile BI,21,MS Power BI,Innovation,5.915846598,8.70962236,2,,2,
Data discovery-focused products,Mobile BI,21,Phocas,Innovation,5.915846598,9.162790698,1,,2,
Data discovery-focused products,Mobile BI,21,Qlik Sense,Innovation,5.915846598,7.364849409,4,,2,
Data discovery-focused products,Mobile BI,21,QlikView,Innovation,5.915846598,5.629483642,5,,2,
Data discovery-focused products,Mobile BI,21,Sisense,Innovation,5.915846598,4.359853121,7,,2,
Data discovery-focused products,Mobile BI,21,Tableau,Innovation,5.915846598,4.418604651,6,,2,
Data discovery-focused products,Mobile BI,21,TIBCO Spotfire,Innovation,5.915846598,3.972093023,9,,2,
Data discovery-focused products,Mobile BI,21,Yellowfin,Innovation,5.915846598,8.099308611,3,,2,
Data discovery-focused products,Operational BI,22,Dundas,Innovation,6.276045895,7.731092437,3,,2,
Data discovery-focused products,Operational BI,22,Carriots Analytics (Envision),Innovation,6.276045895,6.352941176,6,,2,
Data discovery-focused products,Operational BI,22,MS Power BI,Innovation,6.276045895,4.559114735,9,,2,
Data discovery-focused products,Operational BI,22,Phocas,Innovation,6.276045895,4.802139037,7,,2,
Data discovery-focused products,Operational BI,22,Qlik Sense,Innovation,6.276045895,4.777666999,8,,2,
Data discovery-focused products,Operational BI,22,QlikView,Innovation,6.276045895,6.426470588,5,,2,
Data discovery-focused products,Operational BI,22,Sisense,Innovation,6.276045895,6.647058824,4,,2,
Data discovery-focused products,Operational BI,22,Tableau,Innovation,6.276045895,3.87394958,10,,2,
Data discovery-focused products,Operational BI,22,TIBCO Spotfire,Innovation,6.276045895,8.066496164,2,,2,
Data discovery-focused products,Operational BI,22,Yellowfin,Innovation,6.276045895,9.523529412,1,,2,
Data discovery-focused products,Visual design standards,23,Dundas,Innovation,4.237364281,4.632727273,6,,2,
Data discovery-focused products,Visual design standards,23,Carriots Analytics (Envision),Innovation,4.237364281,3.664,7,,2,
Data discovery-focused products,Visual design standards,23,MS Power BI,Innovation,4.237364281,4.647142857,5,,2,
Data discovery-focused products,Visual design standards,23,Phocas,Innovation,4.237364281,1,10,,2,
Data discovery-focused products,Visual design standards,23,Qlik Sense,Innovation,4.237364281,5.349387755,3,,2,
Data discovery-focused products,Visual design standards,23,QlikView,Innovation,4.237364281,5.483317073,2,,2,
Data discovery-focused products,Visual design standards,23,Sisense,Innovation,4.237364281,3.296551724,8,,2,
Data discovery-focused products,Visual design standards,23,Tableau,Innovation,4.237364281,6.585806452,1,,2,
Data discovery-focused products,Visual design standards,23,TIBCO Spotfire,Innovation,4.237364281,4.996,4,,2,
Data discovery-focused products,Visual design standards,23,Yellowfin,Innovation,4.237364281,2.718709677,9,,2,
Data discovery-focused products,Location intelligence,24,Dundas,Innovation,5.484775694,2.8,10,,2,
Data discovery-focused products,Location intelligence,24,Carriots Analytics (Envision),Innovation,5.484775694,4.966666667,7,,2,
Data discovery-focused products,Location intelligence,24,MS Power BI,Innovation,5.484775694,6.362886598,3,,2,
Data discovery-focused products,Location intelligence,24,Phocas,Innovation,5.484775694,3.732142857,9,,2,
Data discovery-focused products,Location intelligence,24,Qlik Sense,Innovation,5.484775694,5.927118644,4,,2,
Data discovery-focused products,Location intelligence,24,QlikView,Innovation,5.484775694,5.59,5,,2,
Data discovery-focused products,Location intelligence,24,Sisense,Innovation,5.484775694,4.825,8,,2,
Data discovery-focused products,Location intelligence,24,Tableau,Innovation,5.484775694,6.884615385,2,,2,
Data discovery-focused products,Location intelligence,24,TIBCO Spotfire,Innovation,5.484775694,8.317391304,1,,2,
Data discovery-focused products,Location intelligence,24,Yellowfin,Innovation,5.484775694,5.441935484,6,,2,
Data discovery-focused products,Visual analysis,25,Dundas,Innovation,7.838229443,8.750629723,2,,2,
Data discovery-focused products,Visual analysis,25,Carriots Analytics (Envision),Innovation,7.838229443,6.626700252,10,,2,
Data discovery-focused products,Visual analysis,25,MS Power BI,Innovation,7.838229443,8.29929471,5,,2,
Data discovery-focused products,Visual analysis,25,Phocas,Innovation,7.838229443,6.925377834,8,,2,
Data discovery-focused products,Visual analysis,25,Qlik Sense,Innovation,7.838229443,8.5706357,4,,2,
Data discovery-focused products,Visual analysis,25,QlikView,Innovation,7.838229443,8.640008396,3,,2,
Data discovery-focused products,Visual analysis,25,Sisense,Innovation,7.838229443,7.530805365,6,,2,
Data discovery-focused products,Visual analysis,25,Tableau,Innovation,7.838229443,8.916561713,1,,2,
Data discovery-focused products,Visual analysis,25,TIBCO Spotfire,Innovation,7.838229443,7.423173804,7,,2,
Data discovery-focused products,Visual analysis,25,Yellowfin,Innovation,7.838229443,6.699106938,9,,2,
Data discovery-focused products,Embedded BI,26,Dundas,Innovation,6.529513292,8.734375,1,,2,
Data discovery-focused products,Embedded BI,26,Carriots Analytics (Envision),Innovation,6.529513292,8.5,2,,2,
Data discovery-focused products,Embedded BI,26,MS Power BI,Innovation,6.529513292,4.979388298,8,,2,
Data discovery-focused products,Embedded BI,26,Phocas,Innovation,6.529513292,6.90625,6,,2,
Data discovery-focused products,Embedded BI,26,Qlik Sense,Innovation,6.529513292,8.0875,4,,2,
Data discovery-focused products,Embedded BI,26,QlikView,Innovation,6.529513292,6.275119617,7,,2,
Data discovery-focused products,Embedded BI,26,Sisense,Innovation,6.529513292,8.3125,3,,2,
Data discovery-focused products,Embedded BI,26,Tableau,Innovation,6.529513292,4.9375,9,,2,
Data discovery-focused products,Embedded BI,26,TIBCO Spotfire,Innovation,6.529513292,1,10,,2,
Data discovery-focused products,Embedded BI,26,Yellowfin,Innovation,6.529513292,7.5625,5,,2,
Data discovery-focused products,Competitiveness,27,Dundas,Competitiveness,4.103176625,4.007731207,6,,1,
Data discovery-focused products,Competitiveness,27,Carriots Analytics (Envision),Competitiveness,4.103176625,1.873162236,10,,1,
Data discovery-focused products,Competitiveness,27,MS Power BI,Competitiveness,4.103176625,5.970823631,1,,1,
Data discovery-focused products,Competitiveness,27,Phocas,Competitiveness,4.103176625,4.648233765,5,,1,
Data discovery-focused products,Competitiveness,27,Qlik Sense,Competitiveness,4.103176625,5.489809092,3,,1,
Data discovery-focused products,Competitiveness,27,QlikView,Competitiveness,4.103176625,5.77710177,2,,1,
Data discovery-focused products,Competitiveness,27,Sisense,Competitiveness,4.103176625,2.817175178,7,,1,
Data discovery-focused products,Competitiveness,27,Tableau,Competitiveness,4.103176625,5.114489095,4,,1,
Data discovery-focused products,Competitiveness,27,TIBCO Spotfire,Competitiveness,4.103176625,2.530911749,9,,1,
Data discovery-focused products,Competitiveness,27,Yellowfin,Competitiveness,4.103176625,2.802328521,8,,1,
Data discovery-focused products,Considered for purchase,28,Dundas,Competitiveness,5.119230769,2.087912088,8,,2,
Data discovery-focused products,Considered for purchase,28,Carriots Analytics (Envision),Competitiveness,5.119230769,1.222527473,9,,2,
Data discovery-focused products,Considered for purchase,28,MS Power BI,Competitiveness,5.119230769,9.381868132,3,,2,
Data discovery-focused products,Considered for purchase,28,Phocas,Competitiveness,5.119230769,1.197802198,10,,2,
Data discovery-focused products,Considered for purchase,28,Qlik Sense,Competitiveness,5.119230769,9.010989011,4,,2,
Data discovery-focused products,Considered for purchase,28,QlikView,Competitiveness,5.119230769,10,1,,2,
Data discovery-focused products,Considered for purchase,28,Sisense,Competitiveness,5.119230769,2.384615385,6,,2,
Data discovery-focused products,Considered for purchase,28,Tableau,Competitiveness,5.119230769,9.876373626,2,,2,
Data discovery-focused products,Considered for purchase,28,TIBCO Spotfire,Competitiveness,5.119230769,3.744505495,5,,2,
Data discovery-focused products,Considered for purchase,28,Yellowfin,Competitiveness,5.119230769,2.285714286,7,,2,
Data discovery-focused products,Competitive win rate,29,Dundas,Competitiveness,3.425807195,5.287610619,2,,2,
Data discovery-focused products,Competitive win rate,29,Carriots Analytics (Envision),Competitiveness,3.425807195,2.306918745,8,,2,
Data discovery-focused products,Competitive win rate,29,MS Power BI,Competitiveness,3.425807195,3.696793964,3,,2,
Data discovery-focused products,Competitive win rate,29,Phocas,Competitiveness,3.425807195,6.948521476,1,,2,
Data discovery-focused products,Competitive win rate,29,Qlik Sense,Competitiveness,3.425807195,3.142355813,5,,2,
Data discovery-focused products,Competitive win rate,29,QlikView,Competitiveness,3.425807195,2.961836283,7,,2,
Data discovery-focused products,Competitive win rate,29,Sisense,Competitiveness,3.425807195,3.105548374,6,,2,
Data discovery-focused products,Competitive win rate,29,Tableau,Competitiveness,3.425807195,1.939899408,9,,2,
Data discovery-focused products,Competitive win rate,29,TIBCO Spotfire,Competitiveness,3.425807195,1.721849252,10,,2,
Data discovery-focused products,Competitive win rate,29,Yellowfin,Competitiveness,3.425807195,3.146738012,4,,2,
EMEA-focused vendors,Business value,1,Bissantz,Business value,7.090151541,7.523955631,5,,1,
EMEA-focused vendors,Business value,1,BOARD,Business value,7.090151541,6.302605197,9,,1,
EMEA-focused vendors,Business value,1,Cubeware,Business value,7.090151541,5.984083714,10,,1,
EMEA-focused vendors,Business value,1,cubus,Business value,7.090151541,8.102100186,3,,1,
EMEA-focused vendors,Business value,1,CXO-Cockpit,Business value,7.090151541,5.715118751,12,,1,
EMEA-focused vendors,Business value,1,DigDash,Business value,7.090151541,7.088524979,6,,1,
EMEA-focused vendors,Business value,1,Jedox,Business value,7.090151541,6.941561648,7,,1,
EMEA-focused vendors,Business value,1,Longview Analytics,Business value,7.090151541,6.41744215,8,,1,
EMEA-focused vendors,Business value,1,MIK (prevero),Business value,7.090151541,5.96686943,11,,1,
EMEA-focused vendors,Business value,1,prevero (prevero),Business value,7.090151541,8.056063801,4,,1,
EMEA-focused vendors,Business value,1,Pyramid Analytics,Business value,7.090151541,8.620738099,1,,1,
EMEA-focused vendors,Business value,1,TARGIT,Business value,7.090151541,8.362754904,2,,1,
EMEA-focused vendors,Business benefits,2,Bissantz,Business value,6.916084906,8.021369244,5,,2,
EMEA-focused vendors,Business benefits,2,BOARD,Business value,6.916084906,6.748351509,6,,2,
EMEA-focused vendors,Business benefits,2,Cubeware,Business value,6.916084906,6.634679443,7,,2,
EMEA-focused vendors,Business benefits,2,cubus,Business value,6.916084906,8.058901851,4,,2,
EMEA-focused vendors,Business benefits,2,CXO-Cockpit,Business value,6.916084906,2.743316044,12,,2,
EMEA-focused vendors,Business benefits,2,DigDash,Business value,6.916084906,5.937371212,10,,2,
EMEA-focused vendors,Business benefits,2,Jedox,Business value,6.916084906,6.029197312,9,,2,
EMEA-focused vendors,Business benefits,2,Longview Analytics,Business value,6.916084906,6.399800886,8,,2,
EMEA-focused vendors,Business benefits,2,MIK (prevero),Business value,6.916084906,5.275402527,11,,2,
EMEA-focused vendors,Business benefits,2,prevero (prevero),Business value,6.916084906,9.870820835,1,,2,
EMEA-focused vendors,Business benefits,2,Pyramid Analytics,Business value,6.916084906,8.479267056,3,,2,
EMEA-focused vendors,Business benefits,2,TARGIT,Business value,6.916084906,8.794540959,2,,2,
EMEA-focused vendors,Project success,3,Bissantz,Business value,7.916768878,8.26203525,4,,2,
EMEA-focused vendors,Project success,3,BOARD,Business value,7.916768878,6.371399439,11,,2,
EMEA-focused vendors,Project success,3,Cubeware,Business value,7.916768878,6.118413794,12,,2,
EMEA-focused vendors,Project success,3,cubus,Business value,7.916768878,9.167410145,1,,2,
EMEA-focused vendors,Project success,3,CXO-Cockpit,Business value,7.916768878,8.792604409,3,,2,
EMEA-focused vendors,Project success,3,DigDash,Business value,7.916768878,7.767851453,10,,2,
EMEA-focused vendors,Project success,3,Jedox,Business value,7.916768878,7.837751721,8,,2,
EMEA-focused vendors,Project success,3,Longview Analytics,Business value,7.916768878,7.877411447,6,,2,
EMEA-focused vendors,Project success,3,MIK (prevero),Business value,7.916768878,7.859918292,7,,2,
EMEA-focused vendors,Project success,3,prevero (prevero),Business value,7.916768878,8.256831946,5,,2,
EMEA-focused vendors,Project success,3,Pyramid Analytics,Business value,7.916768878,8.885737956,2,,2,
EMEA-focused vendors,Project success,3,TARGIT,Business value,7.916768878,7.803860682,9,,2,
EMEA-focused vendors,Project length,4,Bissantz,Business value,5.95911677,4.555555556,8,,2,
EMEA-focused vendors,Project length,4,BOARD,Business value,5.95911677,4.827777778,7,,2,
EMEA-focused vendors,Project length,4,Cubeware,Business value,5.95911677,3.763636364,10,,2,
EMEA-focused vendors,Project length,4,cubus,Business value,5.95911677,6.101075269,6,,2,
EMEA-focused vendors,Project length,4,CXO-Cockpit,Business value,5.95911677,8.475555556,3,,2,
EMEA-focused vendors,Project length,4,DigDash,Business value,5.95911677,9.183333333,1,,2,
EMEA-focused vendors,Project length,4,Jedox,Business value,5.95911677,7.88627451,5,,2,
EMEA-focused vendors,Project length,4,Longview Analytics,Business value,5.95911677,3.55042735,11,,2,
EMEA-focused vendors,Project length,4,MIK (prevero),Business value,5.95911677,4.255172414,9,,2,
EMEA-focused vendors,Project length,4,prevero (prevero),Business value,5.95911677,2.21025641,12,,2,
EMEA-focused vendors,Project length,4,Pyramid Analytics,Business value,5.95911677,8.515151515,2,,2,
EMEA-focused vendors,Project length,4,TARGIT,Business value,5.95911677,8.185185185,4,,2,
EMEA-focused vendors,Customer satisfaction,5,Bissantz,Customer satisfaction,7.495729007,8.127383462,6,,1,
EMEA-focused vendors,Customer satisfaction,5,BOARD,Customer satisfaction,7.495729007,6.942036565,8,,1,
EMEA-focused vendors,Customer satisfaction,5,Cubeware,Customer satisfaction,7.495729007,5.685119508,12,,1,
EMEA-focused vendors,Customer satisfaction,5,cubus,Customer satisfaction,7.495729007,9.387697588,1,,1,
EMEA-focused vendors,Customer satisfaction,5,CXO-Cockpit,Customer satisfaction,7.495729007,8.73074898,2,,1,
EMEA-focused vendors,Customer satisfaction,5,DigDash,Customer satisfaction,7.495729007,6.584142337,10,,1,
EMEA-focused vendors,Customer satisfaction,5,Jedox,Customer satisfaction,7.495729007,8.179517543,5,,1,
EMEA-focused vendors,Customer satisfaction,5,Longview Analytics,Customer satisfaction,7.495729007,6.90165811,9,,1,
EMEA-focused vendors,Customer satisfaction,5,MIK (prevero),Customer satisfaction,7.495729007,5.869512135,11,,1,
EMEA-focused vendors,Customer satisfaction,5,prevero (prevero),Customer satisfaction,7.495729007,6.998545229,7,,1,
EMEA-focused vendors,Customer satisfaction,5,Pyramid Analytics,Customer satisfaction,7.495729007,8.207053691,4,,1,
EMEA-focused vendors,Customer satisfaction,5,TARGIT,Customer satisfaction,7.495729007,8.335332934,3,,1,
EMEA-focused vendors,Price-to-value,6,Bissantz,Customer satisfaction,8.306591317,7.861921891,9,,2,
EMEA-focused vendors,Price-to-value,6,BOARD,Customer satisfaction,8.306591317,7.545858171,11,,2,
EMEA-focused vendors,Price-to-value,6,Cubeware,Customer satisfaction,8.306591317,8.262716291,4,,2,
EMEA-focused vendors,Price-to-value,6,cubus,Customer satisfaction,8.306591317,10,1,,2,
EMEA-focused vendors,Price-to-value,6,CXO-Cockpit,Customer satisfaction,8.306591317,7.843329908,10,,2,
EMEA-focused vendors,Price-to-value,6,DigDash,Customer satisfaction,8.306591317,8.180784405,6,,2,
EMEA-focused vendors,Price-to-value,6,Jedox,Customer satisfaction,8.306591317,9.154909838,3,,2,
EMEA-focused vendors,Price-to-value,6,Longview Analytics,Customer satisfaction,8.306591317,7.868723836,8,,2,
EMEA-focused vendors,Price-to-value,6,MIK (prevero),Customer satisfaction,8.306591317,7.051574325,12,,2,
EMEA-focused vendors,Price-to-value,6,prevero (prevero),Customer satisfaction,8.306591317,7.884360492,7,,2,
EMEA-focused vendors,Price-to-value,6,Pyramid Analytics,Customer satisfaction,8.306591317,9.793422405,2,,2,
EMEA-focused vendors,Price-to-value,6,TARGIT,Customer satisfaction,8.306591317,8.231494247,5,,2,
EMEA-focused vendors,Recommendation,7,Bissantz,Customer satisfaction,6.833981484,7.286282306,5,,2,
EMEA-focused vendors,Recommendation,7,BOARD,Customer satisfaction,6.833981484,6.89860835,7,,2,
EMEA-focused vendors,Recommendation,7,Cubeware,Customer satisfaction,6.833981484,4.236966262,12,,2,
EMEA-focused vendors,Recommendation,7,cubus,Customer satisfaction,6.833981484,8.93389662,1,,2,
EMEA-focused vendors,Recommendation,7,CXO-Cockpit,Customer satisfaction,6.833981484,8.03036619,3,,2,
EMEA-focused vendors,Recommendation,7,DigDash,Customer satisfaction,6.833981484,8.419017147,2,,2,
EMEA-focused vendors,Recommendation,7,Jedox,Customer satisfaction,6.833981484,5.929423459,10,,2,
EMEA-focused vendors,Recommendation,7,Longview Analytics,Customer satisfaction,6.833981484,5.954168605,9,,2,
EMEA-focused vendors,Recommendation,7,MIK (prevero),Customer satisfaction,6.833981484,4.540258449,11,,2,
EMEA-focused vendors,Recommendation,7,prevero (prevero),Customer satisfaction,6.833981484,6.831768013,8,,2,
EMEA-focused vendors,Recommendation,7,Pyramid Analytics,Customer satisfaction,6.833981484,7.286282306,5,,2,1
EMEA-focused vendors,Recommendation,7,TARGIT,Customer satisfaction,6.833981484,7.660740105,4,,2,
EMEA-focused vendors,Vendor support,8,Bissantz,Customer satisfaction,8.106402334,9.156343978,3,,2,
EMEA-focused vendors,Vendor support,8,BOARD,Customer satisfaction,8.106402334,7.344789821,9,,2,
EMEA-focused vendors,Vendor support,8,Cubeware,Customer satisfaction,8.106402334,6.040091646,12,,2,
EMEA-focused vendors,Vendor support,8,cubus,Customer satisfaction,8.106402334,10,1,,2,
EMEA-focused vendors,Vendor support,8,CXO-Cockpit,Customer satisfaction,8.106402334,9.163399644,2,,2,
EMEA-focused vendors,Vendor support,8,DigDash,Customer satisfaction,8.106402334,7.510873537,8,,2,
EMEA-focused vendors,Vendor support,8,Jedox,Customer satisfaction,8.106402334,8.652417269,6,,2,
EMEA-focused vendors,Vendor support,8,Longview Analytics,Customer satisfaction,8.106402334,6.420892692,11,,2,
EMEA-focused vendors,Vendor support,8,MIK (prevero),Customer satisfaction,8.106402334,7.270245894,10,,2,
EMEA-focused vendors,Vendor support,8,prevero (prevero),Customer satisfaction,8.106402334,8.054904171,7,,2,
EMEA-focused vendors,Vendor support,8,Pyramid Analytics,Customer satisfaction,8.106402334,8.919391206,4,,2,
EMEA-focused vendors,Vendor support,8,TARGIT,Customer satisfaction,8.106402334,8.743478147,5,,2,
EMEA-focused vendors,Implementer support,9,Bissantz,Customer satisfaction,7.883097399,8.7812674,4,,2,
EMEA-focused vendors,Implementer support,9,BOARD,Customer satisfaction,7.883097399,7.768465174,8,,2,
EMEA-focused vendors,Implementer support,9,Cubeware,Customer satisfaction,7.883097399,6.399732453,11,,2,
EMEA-focused vendors,Implementer support,9,cubus,Customer satisfaction,7.883097399,10,1,,2,
EMEA-focused vendors,Implementer support,9,CXO-Cockpit,Customer satisfaction,7.883097399,9.50285726,2,,2,
EMEA-focused vendors,Implementer support,9,DigDash,Customer satisfaction,7.883097399,4.823840185,12,,2,
EMEA-focused vendors,Implementer support,9,Jedox,Customer satisfaction,7.883097399,9.018821011,3,,2,
EMEA-focused vendors,Implementer support,9,Longview Analytics,Customer satisfaction,7.883097399,7.662110943,9,,2,
EMEA-focused vendors,Implementer support,9,MIK (prevero),Customer satisfaction,7.883097399,6.474806029,10,,2,
EMEA-focused vendors,Implementer support,9,prevero (prevero),Customer satisfaction,7.883097399,7.916436279,7,,2,
EMEA-focused vendors,Implementer support,9,Pyramid Analytics,Customer satisfaction,7.883097399,8.090519932,6,,2,
EMEA-focused vendors,Implementer support,9,TARGIT,Customer satisfaction,7.883097399,8.158312124,5,,2,
EMEA-focused vendors,Product satisfaction,10,Bissantz,Customer satisfaction,6.485762064,7.644710342,5,,2,
EMEA-focused vendors,Product satisfaction,10,BOARD,Customer satisfaction,6.485762064,4.76096111,8,,2,
EMEA-focused vendors,Product satisfaction,10,Cubeware,Customer satisfaction,6.485762064,3.852861035,12,,2,
EMEA-focused vendors,Product satisfaction,10,cubus,Customer satisfaction,6.485762064,7.925340599,4,,2,
EMEA-focused vendors,Product satisfaction,10,CXO-Cockpit,Customer satisfaction,6.485762064,9.077929155,2,,2,
EMEA-focused vendors,Product satisfaction,10,DigDash,Customer satisfaction,6.485762064,3.948910082,10,,2,
EMEA-focused vendors,Product satisfaction,10,Jedox,Customer satisfaction,6.485762064,8.847411444,3,,2,
EMEA-focused vendors,Product satisfaction,10,Longview Analytics,Customer satisfaction,6.485762064,6.695912807,7,,2,
EMEA-focused vendors,Product satisfaction,10,MIK (prevero),Customer satisfaction,6.485762064,4.372655874,9,,2,
EMEA-focused vendors,Product satisfaction,10,prevero (prevero),Customer satisfaction,6.485762064,3.929700272,11,,2,
EMEA-focused vendors,Product satisfaction,10,Pyramid Analytics,Customer satisfaction,6.485762064,7.464305177,6,,2,
EMEA-focused vendors,Product satisfaction,10,TARGIT,Customer satisfaction,6.485762064,9.308446866,1,,2,
EMEA-focused vendors,Customer experience,11,Bissantz,Customer experience,6.479944951,6.08800036,10,,1,
EMEA-focused vendors,Customer experience,11,BOARD,Customer experience,6.479944951,6.361726608,7,,1,
EMEA-focused vendors,Customer experience,11,Cubeware,Customer experience,6.479944951,5.477713692,11,,1,
EMEA-focused vendors,Customer experience,11,cubus,Customer experience,6.479944951,7.607388504,1,,1,
EMEA-focused vendors,Customer experience,11,CXO-Cockpit,Customer experience,6.479944951,6.278072191,9,,1,
EMEA-focused vendors,Customer experience,11,DigDash,Customer experience,6.479944951,5.381646793,12,,1,
EMEA-focused vendors,Customer experience,11,Jedox,Customer experience,6.479944951,7.087640729,3,,1,
EMEA-focused vendors,Customer experience,11,Longview Analytics,Customer experience,6.479944951,6.518297913,5,,1,
EMEA-focused vendors,Customer experience,11,MIK (prevero),Customer experience,6.479944951,6.410623874,6,,1,
EMEA-focused vendors,Customer experience,11,prevero (prevero),Customer experience,6.479944951,6.330230411,8,,1,
EMEA-focused vendors,Customer experience,11,Pyramid Analytics,Customer experience,6.479944951,7.568107853,2,,1,
EMEA-focused vendors,Customer experience,11,TARGIT,Customer experience,6.479944951,6.649890489,4,,1,
EMEA-focused vendors,Self-service,12,Bissantz,Customer experience,6.344767578,7.633209746,5,,2,
EMEA-focused vendors,Self-service,12,BOARD,Customer experience,6.344767578,6.925317797,7,,2,
EMEA-focused vendors,Self-service,12,Cubeware,Customer experience,6.344767578,7.220272775,6,,2,
EMEA-focused vendors,Self-service,12,cubus,Customer experience,6.344767578,7.896934197,3,,2,
EMEA-focused vendors,Self-service,12,CXO-Cockpit,Customer experience,6.344767578,5.194915254,10,,2,
EMEA-focused vendors,Self-service,12,DigDash,Customer experience,6.344767578,2.048728814,11,,2,
EMEA-focused vendors,Self-service,12,Jedox,Customer experience,6.344767578,6.231306082,9,,2,
EMEA-focused vendors,Self-service,12,Longview Analytics,Customer experience,6.344767578,1,12,,2,
EMEA-focused vendors,Self-service,12,MIK (prevero),Customer experience,6.344767578,8.523783488,2,,2,
EMEA-focused vendors,Self-service,12,prevero (prevero),Customer experience,6.344767578,6.843950906,8,,2,
EMEA-focused vendors,Self-service,12,Pyramid Analytics,Customer experience,6.344767578,8.76059322,1,,2,
EMEA-focused vendors,Self-service,12,TARGIT,Customer experience,6.344767578,7.85819866,4,,2,
EMEA-focused vendors,Flexibility for users,13,Bissantz,Customer experience,7.179489896,4.773705259,10,,2,
EMEA-focused vendors,Flexibility for users,13,BOARD,Customer experience,7.179489896,8.696748554,4,,2,
EMEA-focused vendors,Flexibility for users,13,Cubeware,Customer experience,7.179489896,5.780411201,9,,2,
EMEA-focused vendors,Flexibility for users,13,cubus,Customer experience,7.179489896,9.743422359,2,,2,
EMEA-focused vendors,Flexibility for users,13,CXO-Cockpit,Customer experience,7.179489896,5.87037326,7,,2,
EMEA-focused vendors,Flexibility for users,13,DigDash,Customer experience,7.179489896,5.853531452,8,,2,
EMEA-focused vendors,Flexibility for users,13,Jedox,Customer experience,7.179489896,8.41219681,6,,2,
EMEA-focused vendors,Flexibility for users,13,Longview Analytics,Customer experience,7.179489896,9.485970318,3,,2,
EMEA-focused vendors,Flexibility for users,13,MIK (prevero),Customer experience,7.179489896,8.650705499,5,,2,
EMEA-focused vendors,Flexibility for users,13,prevero (prevero),Customer experience,7.179489896,10,1,,2,
EMEA-focused vendors,Flexibility for users,13,Pyramid Analytics,Customer experience,7.179489896,4.315180742,12,,2,
EMEA-focused vendors,Flexibility for users,13,TARGIT,Customer experience,7.179489896,4.571633302,11,,2,
EMEA-focused vendors,Ease of use,14,Bissantz,Customer experience,6.335606666,5.554158971,10,,2,
EMEA-focused vendors,Ease of use,14,BOARD,Customer experience,6.335606666,6.745032043,4,,2,
EMEA-focused vendors,Ease of use,14,Cubeware,Customer experience,6.335606666,4.524143093,11,,2,
